occupation,race,employee_new,year
"Farming, fishing, and forestry occupations",White,4000,2019
Construction and extraction occupations,White,6162000,2019
"Installation, maintenance, and repair occupations",White,501000,2019
Production occupations,White,142000,2019
Transportation and material moving occupations,White,219000,2019
"Manage-ment, business, and financial operations occupations",White,2435000,2019
Professional and related occupations,White,1757000,2019
Protective service occupations,White,20000,2019
"Service occupations, except protective",White,184000,2019
Sales and related occupations,White,535000,2019
Office and administrative support occupations,White,1047000,2019
"Farming, fishing, and forestry occupations",White,40000,2019
Construction and extraction occupations,White,267000,2019
"Installation, maintenance, and repair occupations",White,607000,2019
Production occupations,White,4696000,2019
Transportation and material moving occupations,White,932000,2019
"Manage-ment, business, and financial operations occupations",White,1495000,2019
Professional and related occupations,White,1262000,2019
Protective service occupations,White,10000,2019
"Service occupations, except protective",White,88000,2019
Sales and related occupations,White,302000,2019
Office and administrative support occupations,White,647000,2019
"Farming, fishing, and forestry occupations",White,3000,2019
Construction and extraction occupations,White,215000,2019
"Installation, maintenance, and repair occupations",White,378000,2019
Production occupations,White,3034000,2019
Transportation and material moving occupations,White,536000,2019
"Manage-ment, business, and financial operations occupations",White,940000,2019
Professional and related occupations,White,495000,2019
Protective service occupations,White,10000,2019
"Service occupations, except protective",White,96000,2019
Sales and related occupations,White,233000,2019
Office and administrative support occupations,White,401000,2019
"Farming, fishing, and forestry occupations",White,37000,2019
Construction and extraction occupations,White,51000,2019
"Installation, maintenance, and repair occupations",White,228000,2019
Production occupations,White,1662000,2019
Transportation and material moving occupations,White,396000,2019
"Manage-ment, business, and financial operations occupations",White,1219000,2019
Professional and related occupations,White,853000,2019
Protective service occupations,White,48000,2019
"Service occupations, except protective",White,486000,2019
Sales and related occupations,White,7777000,2019
Office and administrative support occupations,White,2339000,2019
"Farming, fishing, and forestry occupations",White,44000,2019
Construction and extraction occupations,White,88000,2019
"Installation, maintenance, and repair occupations",White,620000,2019
Production occupations,White,435000,2019
Transportation and material moving occupations,White,1606000,2019
